food_id,food_name,category,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,water_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,zinc_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,calorie_density,protein_ratio,carb_ratio,fat_ratio,high_protein,low_carb,high_fiber,low_fat,high_sodium,text,meal_type,cuisine,protein_density,fat_density,carb_density,energy_density,is_vegan,is_vegetarian,is_halal,search_text
169011,"APPLEBEE'S, mozzarella sticks",Restaurant Foods,289.0,316.0,14.87,22.87,18.37,2.1,2.8,40.65,33.0,838.0,106.0,319.0,0.43,20.0,307.0,2.0,113.0,0.0,0.0,0.99,1.093,0.0471,0.0724,0.0581,0,0,0,0,1,"APPLEBEE'S, mozzarella sticks Restaurant Foods",Snack,Unknown,0.05145328719723183,0.06356401384083045,0.07913494809688582,5.631794689003743,False,False,False,"APPLEBEE'S, mozzarella sticks Restaurant Foods Unknown"
170791,"ARBY'S, roast beef sandwich, classic",Fast Foods,149.0,1014.0,15.17,22.21,10.3,1.3,3.84,49.91,30.0,653.0,224.0,55.0,2.64,23.0,200.0,2.27,0.0,0.0,0.0,0.96,6.805,0.015,0.0219,0.0102,0,0,0,0,1,"ARBY'S, roast beef sandwich, classic Fast Foods",Dinner,Unknown,0.10181208053691275,0.0691275167785235,0.14906040268456378,21.26677852348993,False,False,False,"ARBY'S, roast beef sandwich, classic Fast Foods Unknown"
167782,"Abiyuch, raw",Fruits and Fruit Juices,114.0,290.0,1.5,17.6,0.1,5.3,8.55,79.9,0.0,20.0,304.0,8.0,1.61,24.0,47.0,0.31,5.0,54.1,0.0,0.0,2.544,0.0052,0.0607,0.0003,0,0,1,1,0,"Abiyuch, raw Fruits and Fruit Juices",Lunch,Unknown,0.013157894736842105,0.0008771929824561404,0.1543859649122807,15.104166666666664,False,False,False,"Abiyuch, raw Fruits and Fruit Juices Unknown"
171687,"Acerola juice, raw",Fruits and Fruit Juices,242.0,96.0,0.4,4.8,0.3,0.3,4.5,94.3,0.0,3.0,97.0,10.0,0.5,12.0,9.0,0.1,25.0,1600.0,0.0,0.0,0.397,0.0042,0.05,0.0031,0,1,0,1,0,"Acerola juice, raw Fruits and Fruit Juices",Snack,Unknown,0.0016528925619834713,0.0012396694214876032,0.01983471074380165,17.454545454545453,False,False,False,"Acerola juice, raw Fruits and Fruit Juices Unknown"
171686,"Acerola, (west indian cherry), raw",Fruits and Fruit Juices,98.0,134.0,0.4,7.69,0.3,1.1,0.0,91.41,0.0,7.0,146.0,12.0,0.2,18.0,11.0,0.1,38.0,1677.6,0.0,0.0,1.367,0.003,0.0574,0.0022,0,1,0,1,0,"Acerola, (west indian cherry), raw Fruits and Fruit Juices",Snack,Unknown,0.004081632653061225,0.003061224489795918,0.07846938775510204,15.971394517282478,False,False,False,"Acerola, (west indian cherry), raw Fruits and Fruit Juices Unknown"
168061,Acorn stew (Apache),American Indian/Alaska Native Foods,100.0,399.0,6.81,9.22,3.47,0.7,0.34,79.78,20.0,130.0,110.0,14.0,1.0,12.0,62.0,1.6,0.0,0.0,0.0,0.68,3.99,0.0171,0.0231,0.0087,0,1,0,1,0,Acorn stew (Apache) American Indian/Alaska Native Foods,Lunch,Unknown,0.0681,0.0347,0.0922,20.46153846153846,False,False,False,Acorn stew (Apache) American Indian/Alaska Native Foods Unknown
168992,"Agave, cooked (Southwest)",American Indian/Alaska Native Foods,100.0,135.0,0.99,32.0,0.29,10.6,20.87,65.4,0.0,13.0,59.0,460.0,3.55,39.0,9.0,0.25,6.0,0.3,0.0,0.0,1.35,0.0073,0.237,0.0021,0,0,1,1,0,"Agave, cooked (Southwest) American Indian/Alaska Native Foods",Snack,Unknown,0.009899999999999999,0.0029,0.32,4.056490384615384,False,False,False,"Agave, cooked (Southwest) American Indian/Alaska Native Foods Unknown"
168993,"Agave, dried (Southwest)",American Indian/Alaska Native Foods,100.0,1427.0,1.71,81.98,0.69,15.6,50.7,11.64,0.0,14.0,767.0,770.0,3.64,207.0,37.0,12.1,1.0,0.3,0.0,0.0,14.27,0.0012,0.0574,0.0005,0,0,1,1,0,"Agave, dried (Southwest) American Indian/Alaska Native Foods",Lunch,Unknown,0.0171,0.0069,0.8198000000000001,16.911590424271154,False,False,False,"Agave, dried (Southwest) American Indian/Alaska Native Foods Unknown"
169814,"Agave, raw (Southwest)",American Indian/Alaska Native Foods,100.0,286.0,0.52,16.23,0.15,6.6,2.58,81.83,0.0,14.0,127.0,417.0,1.8,55.0,7.0,0.15,2.0,4.0,0.0,0.0,2.86,0.0018,0.0567,0.0005,0,0,1,1,0,"Agave, raw (Southwest) American Indian/Alaska Native Foods",Lunch,Unknown,0.0052,0.0015,0.1623,16.923076923076923,False,False,False,"Agave, raw (Southwest) American Indian/Alaska Native Foods Unknown"
169823,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",American Indian/Alaska Native Foods,100.0,470.0,9.0,10.5,43.5,0.0,0.0,34.0,26.0,24.0,206.0,0.0,0.2,16.0,134.0,0.47,34.0,0.0,0.0,0.0,4.7,0.0191,0.0223,0.0926,0,1,0,0,0,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native) American Indian/Alaska Native Foods",Dinner,Unknown,0.09,0.435,0.105,7.4603174603174605,False,False,False,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native) American Indian/Alaska Native Foods Unknown"
168976,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native)",American Indian/Alaska Native Foods,100.0,1479.0,3.4,13.4,31.8,0.5,0.0,47.3,10.0,21.0,70.0,8.0,0.3,7.0,46.0,0.18,0.0,2.9,0.0,0.0,14.79,0.0023,0.0091,0.0215,0,1,0,0,0,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native) American Indian/Alaska Native Foods",Snack,Unknown,0.034,0.318,0.134,30.432098765432098,False,False,False,"Agutuk, fish/berry with seal oil (Alaskan ice cream) (Alaska Native) American Indian/Alaska Native Foods Unknown"
168977,"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native)",American Indian/Alaska Native Foods,100.0,1079.0,21.7,0.9,18.6,0.0,0.0,55.2,89.0,95.0,228.0,16.0,4.55,20.0,170.0,3.83,0.0,2.2,0.0,4.83,10.79,0.0201,0.0008,0.0172,1,1,0,0,0,"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native) American Indian/Alaska Native Foods",Lunch,Unknown,0.217,0.18600000000000003,0.009000000000000001,26.18932038834951,False,False,False,"Agutuk, meat-caribou (Alaskan ice cream) (Alaska Native) American Indian/Alaska Native Foods Unknown"
2768188,"Alaska Pollock, raw",Finfish and Shellfish Products,100.0,78.4785,17.33,0.0565,0.9925,0.0,0.0,80.4,59.95,114.8,353.0,40.36,0.2402,22.82,223.2,0.4313,2.61,0.0,0.0,1.759,0.785,0.2208,0.0007,0.0126,0,1,0,1,0,"Alaska Pollock, raw Finfish and Shellfish Products",Snack,Unknown,0.17329999999999998,0.009925,0.000565,4.270009249687143,False,False,False,"Alaska Pollock, raw Finfish and Shellfish Products Unknown"
173191,"Alcoholic Beverage, wine, table, red, Barbera",Beverages,147.0,355.0,0.07,2.79,0.0,0.0,0.0,86.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.415,0.0002,0.0079,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Barbera Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.018979591836734692,124.12587412587413,False,False,False,"Alcoholic Beverage, wine, table, red, Barbera Beverages Unknown"
173208,"Alcoholic Beverage, wine, table, red, Burgundy",Beverages,148.0,360.0,0.07,3.69,0.0,0.0,0.0,85.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432,0.0002,0.0102,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Burgundy Beverages",Lunch,Unknown,0.000472972972972973,0.0,0.02493243243243243,95.74468085106383,False,False,False,"Alcoholic Beverage, wine, table, red, Burgundy Beverages Unknown"
174834,"Alcoholic Beverage, wine, table, red, Cabernet Franc",Beverages,147.0,83.0,0.07,2.45,0.0,0.0,0.0,86.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.0008,0.0295,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Cabernet Franc Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.016666666666666666,32.93650793650794,False,False,False,"Alcoholic Beverage, wine, table, red, Cabernet Franc Beverages Unknown"
174833,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",Beverages,147.0,347.0,0.07,2.6,0.0,0.0,0.0,86.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.361,0.0002,0.0075,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.017687074829931974,129.9625468164794,False,False,False,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon Beverages Unknown"
174840,"Alcoholic Beverage, wine, table, red, Carignane",Beverages,147.0,74.0,0.07,2.4,0.0,0.0,0.0,87.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0009,0.0324,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Carignane Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.016326530612244896,29.95951417004049,False,False,False,"Alcoholic Beverage, wine, table, red, Carignane Beverages Unknown"
173194,"Alcoholic Beverage, wine, table, red, Claret",Beverages,147.0,83.0,0.07,3.01,0.0,0.0,0.0,86.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.0008,0.0363,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Claret Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.020476190476190474,26.94805194805195,False,False,False,"Alcoholic Beverage, wine, table, red, Claret Beverages Unknown"
171872,"Alcoholic Beverage, wine, table, red, Gamay",Beverages,147.0,78.0,0.07,2.38,0.0,0.0,0.0,87.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531,0.0009,0.0305,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Gamay Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.01619047619047619,31.836734693877556,False,False,False,"Alcoholic Beverage, wine, table, red, Gamay Beverages Unknown"
174838,"Alcoholic Beverage, wine, table, red, Lemberger",Beverages,147.0,80.0,0.07,2.46,0.0,0.0,0.0,87.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,0.0009,0.0308,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Lemberger Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.01673469387755102,31.620553359683797,False,False,False,"Alcoholic Beverage, wine, table, red, Lemberger Beverages Unknown"
171925,"Alcoholic Beverage, wine, table, red, Merlot",Beverages,147.0,348.0,0.07,2.51,0.0,0.0,0.62,86.59,0.0,4.0,127.0,8.0,0.46,12.0,23.0,0.14,0.0,0.0,0.0,0.0,2.367,0.0002,0.0072,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Merlot Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.017074829931972787,134.88372093023258,False,False,False,"Alcoholic Beverage, wine, table, red, Merlot Beverages Unknown"
174109,"Alcoholic Beverage, wine, table, red, Mouvedre",Beverages,147.0,369.0,0.07,2.64,0.0,0.0,0.0,85.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0002,0.0072,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Mouvedre Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.017959183673469388,136.16236162361625,False,False,False,"Alcoholic Beverage, wine, table, red, Mouvedre Beverages Unknown"
173193,"Alcoholic Beverage, wine, table, red, Petite Sirah",Beverages,147.0,356.0,0.07,2.68,0.0,0.0,0.0,86.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.422,0.0002,0.0075,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Petite Sirah Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.018231292517006805,129.45454545454547,False,False,False,"Alcoholic Beverage, wine, table, red, Petite Sirah Beverages Unknown"
174835,"Alcoholic Beverage, wine, table, red, Pinot Noir",Beverages,147.0,341.0,0.07,2.31,0.0,0.0,0.0,86.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0002,0.0068,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Pinot Noir Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.015714285714285715,143.27731092436974,False,False,False,"Alcoholic Beverage, wine, table, red, Pinot Noir Beverages Unknown"
174839,"Alcoholic Beverage, wine, table, red, Sangiovese",Beverages,147.0,359.0,0.07,2.62,0.0,0.0,0.0,86.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.442,0.0002,0.0073,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Sangiovese Beverages",Lunch,Unknown,0.00047619047619047624,0.0,0.01782312925170068,133.45724907063197,False,False,False,"Alcoholic Beverage, wine, table, red, Sangiovese Beverages Unknown"
174836,"Alcoholic Beverage, wine, table, red, Syrah",Beverages,147.0,83.0,0.07,2.58,0.0,0.0,0.0,86.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.0008,0.0311,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Syrah Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.017551020408163264,31.320754716981135,False,False,False,"Alcoholic Beverage, wine, table, red, Syrah Beverages Unknown"
173192,"Alcoholic Beverage, wine, table, red, Zinfandel",Beverages,147.0,88.0,0.07,2.86,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.0008,0.0325,0.0,0,1,0,1,0,"Alcoholic Beverage, wine, table, red, Zinfandel Beverages",Snack,Unknown,0.00047619047619047624,0.0,0.01945578231292517,30.034129692832767,False,False,False,"Alcoholic Beverage, wine, table, red, Zinfandel Beverages Unknown"
168749,"Alcoholic beverage, beer, light",Beverages,354.0,29.0,0.24,1.64,0.0,0.0,0.09,94.88,0.0,4.0,21.0,4.0,0.03,5.0,12.0,0.01,0.0,0.0,0.0,0.02,0.082,0.0083,0.0566,0.0,0,1,0,1,0,"Alcoholic beverage, beer, light Beverages",Snack,Unknown,0.0006779661016949152,0.0,0.0046327683615819204,15.425531914893618,False,False,False,"Alcoholic beverage, beer, light Beverages Unknown"
169572,"Alcoholic beverage, beer, light, BUD LIGHT",Beverages,354.0,123.0,0.25,1.3,0.0,0.0,0.0,95.0,0.0,3.0,26.0,3.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.347,0.002,0.0106,0.0,0,1,0,1,0,"Alcoholic beverage, beer, light, BUD LIGHT Beverages",Snack,Unknown,0.0007062146892655367,0.0,0.003672316384180791,79.35483870967742,False,False,False,"Alcoholic beverage, beer, light, BUD LIGHT Beverages Unknown"
168748,"Alcoholic beverage, beer, light, BUDWEISER SELECT",Beverages,355.0,28.0,0.2,0.87,0.0,0.0,0.0,95.3,0.0,3.0,26.0,4.0,0.0,6.0,0.0,0.01,0.0,0.0,0.0,0.0,0.079,0.0071,0.0311,0.0,0,1,0,1,0,"Alcoholic beverage, beer, light, BUDWEISER SELECT Beverages",Snack,Unknown,0.0005633802816901409,0.0,0.0024507042253521126,26.168224299065418,False,False,False,"Alcoholic beverage, beer, light, BUDWEISER SELECT Beverages Unknown"
174145,"Alcoholic beverage, beer, light, higher alcohol",Beverages,356.0,191.0,0.25,0.77,0.0,0.0,0.09,92.88,0.0,4.0,21.0,4.0,0.03,5.0,12.0,0.01,0.0,0.0,0.0,0.02,0.537,0.0013,0.004,0.0,0,1,0,1,0,"Alcoholic beverage, beer, light, higher alcohol Beverages",Lunch,Unknown,0.0007022471910112359,0.0,0.0021629213483146067,187.2549019607843,False,False,False,"Alcoholic beverage, beer, light, higher alcohol Beverages Unknown"
169575,"Alcoholic beverage, beer, light, low carb",Beverages,354.0,112.0,0.17,0.73,0.0,0.0,0.0,95.4,0.0,3.0,17.0,4.0,0.0,4.0,8.0,0.01,0.0,0.0,0.0,0.0,0.316,0.0015,0.0065,0.0,0,1,0,1,0,"Alcoholic beverage, beer, light, low carb Beverages",Snack,Unknown,0.000480225988700565,0.0,0.002062146892655367,124.44444444444444,False,False,False,"Alcoholic beverage, beer, light, low carb Beverages Unknown"
168747,"Alcoholic beverage, beer, regular, BUDWEISER",Beverages,357.0,41.0,0.36,2.97,0.0,0.0,0.0,92.77,0.0,3.0,33.0,4.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0088,0.0724,0.0,0,1,0,1,0,"Alcoholic beverage, beer, regular, BUDWEISER Beverages",Snack,Unknown,0.0010084033613445378,0.0,0.008319327731092438,12.312312312312311,False,False,False,"Alcoholic beverage, beer, regular, BUDWEISER Beverages Unknown"
168746,"Alcoholic beverage, beer, regular, all",Beverages,356.0,181.0,0.46,3.55,0.0,0.0,0.0,91.96,0.0,4.0,27.0,4.0,0.02,6.0,14.0,0.01,0.0,0.0,0.0,0.02,0.508,0.0025,0.0196,0.0,0,1,0,1,0,"Alcoholic beverage, beer, regular, all Beverages",Lunch,Unknown,0.0012921348314606743,0.0,0.00997191011235955,45.13715710723192,False,False,False,"Alcoholic beverage, beer, regular, all Beverages Unknown"
173168,"Alcoholic beverage, creme de menthe, 72 proof",Beverages,50.0,1552.0,0.0,41.6,0.3,0.0,41.6,28.3,0.0,5.0,0.0,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,31.04,0.0,0.0268,0.0002,0,0,0,1,0,"Alcoholic beverage, creme de menthe, 72 proof Beverages",Lunch,Unknown,0.0,0.006,0.8320000000000001,37.04057279236277,False,False,False,"Alcoholic beverage, creme de menthe, 72 proof Beverages Unknown"
169573,"Alcoholic beverage, daiquiri, canned",Beverages,207.0,523.0,0.0,15.7,0.0,0.0,0.0,74.6,0.0,40.0,11.0,0.0,0.01,1.0,2.0,0.03,0.0,1.3,0.0,0.0,2.527,0.0,0.03,0.0,0,0,0,1,0,"Alcoholic beverage, daiquiri, canned Beverages",Lunch,Unknown,0.0,0.0,0.07584541062801932,33.31210191082803,False,False,False,"Alcoholic beverage, daiquiri, canned Beverages Unknown"
169574,"Alcoholic beverage, daiquiri, prepared-from-recipe",Beverages,60.0,777.0,0.06,6.94,0.06,0.1,5.58,69.74,0.0,5.0,21.0,3.0,0.09,2.0,5.0,0.04,0.0,1.6,0.0,0.0,12.95,0.0001,0.0089,0.0001,0,1,0,1,0,"Alcoholic beverage, daiquiri, prepared-from-recipe Beverages",Lunch,Unknown,0.001,0.001,0.11566666666666667,110.05665722379604,False,False,False,"Alcoholic beverage, daiquiri, prepared-from-recipe Beverages Unknown"
173664,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",Beverages,42.0,1234.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,1.0,2.0,0.0,0.04,0.0,4.0,0.04,0.0,0.0,0.0,0.0,29.381,0.0,0.0,0.0,0,1,0,1,0,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof Beverages",Lunch,Unknown,0.0,0.0,0.0,1234.0,False,False,False,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof Beverages Unknown"
174815,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",Beverages,42.0,967.0,0.0,0.0,0.0,0.0,0.0,66.6,0.0,1.0,2.0,0.0,0.04,0.0,4.0,0.04,0.0,0.0,0.0,0.0,23.024,0.0,0.0,0.0,0,1,0,1,0,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof Beverages",Lunch,Unknown,0.0,0.0,0.0,967.0,False,False,False,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof Beverages Unknown"
171919,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",Beverages,42.0,250.0,0.0,0.1,0.0,0.0,0.0,63.9,0.0,1.0,2.0,0.0,0.04,0.0,4.0,0.04,0.0,0.0,0.0,0.0,5.952,0.0,0.0004,0.0,0,1,0,1,0,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof Beverages",Lunch,Unknown,0.0,0.0,0.002380952380952381,2500.0,False,False,False,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof Beverages Unknown"
171920,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",Beverages,42.0,263.0,0.0,0.0,0.0,0.0,0.0,62.1,0.0,1.0,2.0,0.0,0.04,0.0,4.0,0.04,0.0,0.0,0.0,0.0,6.262,0.0,0.0,0.0,0,1,0,1,0,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof Beverages",Lunch,Unknown,0.0,0.0,0.0,263.0,False,False,False,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof Beverages Unknown"
173663,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",Beverages,42.0,1151.0,0.0,0.0,0.0,0.0,0.0,60.3,0.0,1.0,2.0,0.0,0.04,0.0,4.0,0.04,0.0,0.0,0.0,0.0,27.405,0.0,0.0,0.0,0,1,0,1,0,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof Beverages",Lunch,Unknown,0.0,0.0,0.0,1151.0,False,False,False,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof Beverages Unknown"
